True,sitting,sitting_phone_talking,standing_free,standing_phone_talking,walking_cart,walking_fast,walking_phone,walking_phone_talking,walking_slow,wandering,window_shopping
sitting,98.77622377622377,0.0,0.5300353356890459,0.0,0.9174311926605505,0.1926782273603083,1.1363636363636365,0.0,0.45632333767926986,0.0,0.0
sitting_phone_talking,0.11655011655011654,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0
standing_free,0.5827505827505828,0.0,95.64193168433451,1.492537313432836,2.293577981651376,1.1560693641618498,0.0,4.716981132075472,1.7601043024771839,2.1052631578947367,3.125
standing_phone_talking,0.05827505827505827,0.0,0.11778563015312132,83.58208955223881,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0
walking_cart,0.11655011655011654,0.0,0.4711425206124853,0.0,77.5229357798165,1.9267822736030829,0.0,1.8867924528301887,1.694915254237288,1.0526315789473684,0.0
walking_fast,0.05827505827505827,0.0,0.2944640753828033,1.492537313432836,4.587155963302752,77.26396917148362,3.409090909090909,2.830188679245283,5.801825293350717,2.1052631578947367,0.0
walking_phone,0.11655011655011654,0.0,0.11778563015312132,2.985074626865672,1.3761467889908257,0.5780346820809249,76.13636363636364,1.8867924528301887,1.1734028683181226,2.6315789473684212,0.0
walking_phone_talking,0.0,0.0,0.23557126030624265,4.477611940298507,1.834862385321101,1.9267822736030829,5.681818181818182,75.47169811320755,1.1734028683181226,3.1578947368421053,0.0
walking_slow,0.11655011655011654,0.0,1.5312131919905771,1.492537313432836,10.55045871559633,15.414258188824663,10.227272727272727,9.433962264150944,86.04954367666232,13.68421052631579,0.0
wandering,0.05827505827505827,0.0,0.8833922261484098,4.477611940298507,0.45871559633027525,1.348747591522158,3.409090909090909,3.7735849056603774,1.8904823989569752,73.6842105263158,0.0
window_shopping,0.0,0.0,0.17667844522968199,0.0,0.45871559633027525,0.1926782273603083,0.0,0.0,0.0,0.0,96.875
